title,year,url,popularity,verse
Step Out,2006,http://www.metrolyrics.com/step-out-lyrics-oasis.html,0,"What she said she said to me
take me high on a mountain side
she was dressed up in leopard skin
and her soul would never be denied
I met her down the disco in a beat up car
she was burning down the road
she looked just like a star with a jaguar
she needs to lighten her load
And when you might
think you're gonna cry
it will be all right
step out tonight
You might
think you're gonna cry
it will be all right
step out tonight
What i said i said to her
i'm alive when you walk that way
can you hear what i can hear?
it's the sound of a brand new day
She met me down a disco in a beat up car
i was burning down the road
i can be a star in a jaguar
i need to lighten my load
Because you might
think you're gonna cry
it will be all right
step out tonight
You might
think you're gonna cry
it will be all right
step out tonight
My whole life still sinking in the water
i need a ship not your sweet lip tonight
You might
think you're gonna cry
it will be all right
step out tonight
You might
think you're gonna cry
it will be all right
step out tonight
And if you might
think you're gonna cry
it will be all right
step out tonight
And when you might
think you're gonna cry
it will be all right
step out tonight
Step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
step out tonight
tonight tonight tonight
tonight tonight tonight"
Stop Crying Your Heart Out,2006,http://www.metrolyrics.com/stop-crying-your-heart-out-lyrics-oasis.html,6,"Hold up
Hold on
Don't be scared
You'll never change what's been and gone
May your smile (may your smile)
Shine on (shine on)
Don't be scared (don't be scared)
Your destiny may keep you warm
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Take what you need, and be on your way
And stop crying your heart out
Get up (get up)
Come on (come on)
Why're you scared? (I'm not scared)
You'll never change what's been and gone
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Take what you need, and be on your way
And stop crying your heart out
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Just take what you need, and be on your way
And stop crying your heart out
We're all of the stars, we're fading away
Just try not to worry, you'll see us some day
Just take what you need, and be on your way
And stop crying your heart out
Stop crying your heart out
Stop crying your heart out
Stop crying your heart out"
Stop Crying Your Hearth Out,2010,http://www.metrolyrics.com/stop-crying-your-hearth-out-lyrics-oasis.html,1,"Hold up
Hold on
Don't be scared
You'll never change what's been and gone
May your smile (may your smile)
Shine on (shine on)
Don't be scared (don't be scared)
Your destiny may keep you warm
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Take what you need, and be on your way
And stop crying your heart out
Get up (get up)
Come on (come on)
Why're you scared? (I'm not scared)
You'll never change what's been and gone
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Take what you need, and be on your way
And stop crying your heart out
'Cause all of the stars are fading away
Just try not to worry, you'll see them someday
Just take what you need, and be on your way
And stop crying your heart out
We're all of the stars, we're fading away
Just try not to worry, you'll see us some day
Just take what you need, and be on your way
And stop crying your heart out
Stop crying your heart out
Stop crying your heart out
Stop crying your heart out"
Stop The Clocks,2008,http://www.metrolyrics.com/stop-the-clocks-lyrics-oasis.html,3,"Stop the clocks and turn your world around
Let your love lay me down
And when the night is over, there'll be no sound
Lock the box and leave it all behind
On the backseat of my mind
And when the night is over, where will I rise?
What if I'm already dead, how would I know?
What if I'm already dead, how would I know?
Lost inside my head behind a wall
Do they hear me when I call?
And when the night is over, where will I fall?
And when the fight is over, where will I fall?
But if I'm already dead, how would I know?
But if I'm already dead, how would I know?
Stop the clocks and turn your world around
Let your love lay me down
And when the night is over, there'll be no sound
And now the night is over, there'll be no sound
And now my fight is over, there'll be no sound"
Strange Thing,2006,http://www.metrolyrics.com/strange-thing-lyrics-oasis.html,0,"Here lives a pocket full of lives with no future
Take it for what it is, it's only drunken lies
You should open up your mind, look to the future
You could be waiting for the ship that sails you home
I'm going home
What would you give me for the songs that I've been singing
How could you ever say that you've got more than me?
Mick say's that he can never get no satifaction
These day's I think I know exactly what he means
What does he mean?
You won't get
You don't get
What you need
Life is a strange thing
You won't get
You don't get
What you need
Life is a strange thing now
Here lives a pocket full of lives with no future
Take it for what it is, it's only drunken lies
You should open up you mind, look to the future
You could be waiting for the ship that sails you home
I'm going home
You won't get
You don't get
What you need
Life is a strange thing
You won't get
You don't get
What you need
Life is a strange thing now"
Street Fighting,2006,http://www.metrolyrics.com/street-fighting-lyrics-oasis.html,0,"Everywhere I hear the sound of marching feet, boy
Cause summer's here and the time is right for fighting in the street, boy
But what can a poor boy do
'cept to sing for a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
Hey! think the time is right for a palace revolution
But where I live the game to play is compromise solution
Well, what can a poor boy do
'cept to sing for a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
No!
No!
Hey! said my name is called disturbance
I'll shout and scream, I'll kill the king, I'll rail at all his servants
Well, what can a poor boy do
'cept to sing in a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
No!
No!"
Street Fighting Man,2006,http://www.metrolyrics.com/street-fighting-man-lyrics-oasis.html,0,"Everywhere I hear the sound of marching feet, boy
Cause summer's here and the time is right for fighting in the street, boy
But what can a poor boy do
'cept to sing for a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
Hey! think the time is right for a palace revolution
But where I live the game to play is compromise solution
Well, what can a poor boy do
'cept to sing for a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
No!
No!
Hey! said my name is called disturbance
I'll shout and scream, I'll kill the king, I'll rail at all his servants
Well, what can a poor boy do
'cept to sing in a rock 'n' roll band
Cause in sleepy london town
There's just no place for a street fighting man
No!
No!
No!"
Sunday Morning Call,2006,http://www.metrolyrics.com/sunday-morning-call-lyrics-oasis.html,3,"Here's another sunday morning call
You hear your head-a-bangin' on the door
Slip your shoes on and then out you crawl
Into a day that couldn't give you more
But what for
And in your head do you feel
What you're not supposed to feel
And you take what you want
But you don't get it for free
You need more time
'Cause your thoughts and words won't last forever more
And I'm not sure
If it'll ever work out right
But it's okay
It's all right
When you're lonely and you start to hear
The little voices in your head at night
You will only sniff away the tears
So you can dance until the mornin' light
At what price
And in your head do you feel
What you're not supposed to feel
And you take what you want
But you can't get hope for free
You need more time
Because your thoughts and words won't last forever more
And I'm not sure
If it'll ever ever ever work out right
If it'll ever ever ever work out right
Will it ever ever ever work out right"
Supersonic,2006,http://www.metrolyrics.com/supersonic-lyrics-oasis.html,6,"I need to be myself
I can't be no one else
I'm feeling supersonic
Give me gin and tonic
You can have it all but
How much do you want it
You make me laugh
Give me your autograph
Can I ride with you
In your BMW
You can sail with me
In my yellow submarine
You need to find out
'Cause no one's gonna tell you what I'm on about
You need to find a way for what you wanna say
But before tomorrow
'Cause my friend said he'd take you home
Sits in a corner all alone
He lives under a waterfall
Nobody can see him
Nobody can ever hear him call
Nobody can ever hear him call
You need to be yourself
You can't be no one else
I know a girl called Elsa
She's into Alka Seltzer
She sniffs it through a cane
On a supersonic train
And she makes me laugh
I got her autograph
She done it with a doctor
On a helicopter
She's sniffin in her tissue
Sellin' the Big Issue
When she finds out
No one's gonna tell her what I'm on about
You need to find a way for what you wanna say
But before tomorrow
'Cause my friend said he'd take you home
Sits in a corner all alone
He lives under a waterfall
Nobody can see him
Nobody can ever hear him call
Nobody can ever hear him call"
Take Me,2006,http://www.metrolyrics.com/take-me-lyrics-oasis.html,5,"Take me when I'm young and true
Was it me or was it you?
Take me when I'm not so strong
Why has it taken you so long?
Take me when you feel I've gone
I always knew I could be someone
Take me if you think you're right
Do it now before it's light
Take me if you think I'm sweet
Though my life feels incomplete
Take me when I wish to live
For I still have this to give
Take me when I'm young and true
Was it me or was it you
Take me when I start to cry
Take me, take me, don't ask why"
Take Me Away,2006,http://www.metrolyrics.com/take-me-away-lyrics-oasis.html,3,"Just when it falls apart
And when it's time to start
Will you sit down here for another day
And when it's time to be
All the things that we
Are wishing away for another day
Cos in my soul we know where we're goin
We're goin where the grass is green,
the air is clean and the good times are growin'
So take me away
Just for today
Cos I'm sat here on my own
I'd like to be
Under the sea
Where they'd probaly need a phone
And just when it falls apart
And just when it's time to start
Will you sit down here for another day
Cos in my soul we know where we're goin
We're goin where the grass is green,
the air is clean and the good times are growin'
So take me away
Just for today
Cos I'm sat here on my own
I'd like to be
Under the sea
Where they'd probaly need a phone
I could be you
If I wanted to
But I've never got the time
You could be me
And pretty soon you will be
But you're gonna need a line
Need a line
Need a line
Need a line"
Talk Tonight,2006,http://www.metrolyrics.com/talk-tonight-lyrics-oasis.html,5,"Sittin' on my own chewin' on a bone
A thousand million miles from home
When something hit me
Somewhere right between the eyes
Sleepin' on a plane you know you can't complain
You took your last chance once again
I landed stranded
Hardly even knew your name
I wanna talk tonight
Until the mornin' light
'Bout how you saved my life
You and me see how we are
You and me see how we are
All your dreams are made of strawberry lemonade
And you make sure I eat today
You take me walking
To where you played when you were young
I'll never say that I won't ever make you cry
And this I say I don't know why
I know I'm leaving
But I'll be back another day
I wanna talk tonight
Until the mornin' light
'Bout how you saved my life
I wanna talk tonight
'Bout how you saved my life
'Bout how you saved my life
'Bout how you saved my life
'Bout how you saved my life"
Thank You For The Good Times,2007,http://www.metrolyrics.com/thank-you-for-the-good-times-lyrics-oasis.html,3,"Who will rise?
It would be so nice to hear you say
""Thank you for the good times""
Before the good times fly away
Your eyes
Are telling lies
Some of the stories on the way
But it's so nice
But don't let the good times fly away
I drink to every sucker standing here
Among the few who try and cheat the years
There's always one of us who's blown away
Or strapped and stopped for breath along the way
Who will rise?
It would be so nice to hear you say
""Thank you for the good times""
Before the good times fly away
I drink to every sucker standing here
Among the few who try and cheat the years
There's always one of us who's blown away
Or stopped and strapped for cash along the way
Who will rise?
It would be so nice to hear you say
""Thank you for the good times""
Before the good times fly away
Thank you for the good times
Before the good times fly away
Thank you for the good times
Before the good times fly... away"
The Boy With The Blues,2008,http://www.metrolyrics.com/the-boy-with-the-blues-lyrics-oasis.html,0,"You sing, you shout
You turn the world around
Yea we come all together for you
You let me see
The man I'm gonna be
Yea we come all together for you

Remember to shine
Let my love take you high
You've nothing to lose
You're just the boy with the blues

You take a vow
Never to back down
Yea we come all together for you
And my dreams about
To come true somehow
Yea we come all together for you

Remember to shine
Let my love take you high
You've nothing to lose
You're just the boy with the blues
Remember to smile
Let my love take you high
I'm nothing to lose
I'm just the boy with the blues
Yeah

Come all together, come all together (x 7)
Come all together for you"
The Cage,2008,http://www.metrolyrics.com/the-cage-lyrics-oasis.html,1,"Spend you days just walking and shopping
Depending on how much you're luck is in
Spend the night-life table-hopping
And trying to keep that bag of bones in trim
I don't mind not being immortal
'Cause it ain't all that as far as I can tell
I don't mind not going to heaven
As long as they've got cigarettes
As long as they've got cigarettes in hell
And by the time we start getting used to it
The dope that's forming on the windowsill
Now we know we've got ourselves into
The cage that keeps the mice on the treadmill
I don't mind not being immortal
'Cause it ain't all that as far as I can tell
I don't mind not going to heaven
As long as they've got cigarettes
As long as they've got cigarettes in hell
I don't mind not being immortal
'Cause it ain't all that as far as I can tell
I don't mind not going to heaven
As long as they've got cigarettes
As long as they've got cigarettes in hell"
The Fame,2006,http://www.metrolyrics.com/the-fame-lyrics-oasis.html,0,"Breaks like glass
But not in your hand
They'll shoot you down
Right where you stand
And it don't care for what you wear
Or which way you might sway
It calls you up
But not on the phone
And it will drag you from your throne
And you may laugh while you sit there
Sipping your champagne
And they all laugh at your despair
Sniffing your cocaine
I'm a man of choice in an old Rolls Royce
And I'm howling at the moon
Is my happening to deafening
For you?
For you?
It's maybe The Fame
It's walked out on your name
It's sees you crying
Never did explain
Am I the name
Blowing through you
Like a hurricane
It's a shame
It's a shame
It's a shame
It will not fall
Not from the sky
And it don't eat no humble pie
And you may have your quiet life
But I bet you don't know why
It makes you a mess
You didn't believe
You still don't know what makes me breathe
And you may laugh while sitting there
Sipping your champagne
And they all laugh at your despair
Sniffing your cocaine
I'm a man of choice in an old Rolls Royce
And I'm howling at the moon
Is this happening to deafening
For you?
For you?
It's maybe The Fame
It's walked out on your name
It's sees you crying
Never did explain
Am I the name
Blowing through you
Like a hurricane
It's a shame
It's a shame
It's a shame
It's maybe The Fame
It's walked out on your name
It's sees you crying
Never did explain
Am I the name
Blowing through you
Like a hurricane
And I've walked out on your name
It sees you cry
Up from the sky
You never did explain
Why I'm still
Blowing through you
Like a hurricane"
The Fever,2006,http://www.metrolyrics.com/the-fever-lyrics-oasis.html,0,"I'm tired of my life but my heads alright
I got the fever off a man I know
I can feel it comin' in the air tonight
And I know, I know, I know
Swear I heard a song on the radio
My heart is laughing back at me
I can see it comin' but I just don't know
If it's gon' , it's gon, it's gonna let me be
As I saw, on the breeze
I can see the sons of those who came before me
And it's got me on my knees
What you say, anyway
Will not last, it'll pass, it'll flash right there before me
And it's got me on my knees
Cos I got the fever
Yeah I got the fever
Cos I got the fever
I'm tired of my life but my heads alright
I got the fever off a man I know
I can feel it comin' in the air tonight
And I know, I know, I know
Swear I heard a song on the radio
My heart is laughing back at me
I can see it comin' but I just don't know
If it's gon' , it's gon, it's gonna let me be
As I saw, on the breeze
I can see the sons of those who came before me
And it's got me on my knees
What you say, anyway
Will not last, it'll pass, it'll flash right there before me
And it's got me on my knees
It's got me on my knees
It's got me on my knees
It's got me on my knees
As I saw, on the breeze
I can see the sons of those who came before me
And it's got me on my knees
What you say, anyway
Will not last, it'll pass, it'll flash right there before me
And it's got me on my knees
It's got me on my knees
It's got me on my knees
It's got me on my knees
It's got me on my knees"
The Girl In The Dirty Shirt,2006,http://www.metrolyrics.com/the-girl-in-the-dirty-shirt-lyrics-oasis.html,0,"If I may be so bold that I just say something,
Come and make me my day,
The clouds around your soul,
Don't gather there for nothing,
But I can chase them all away,
Why d'you need a reason for to feel happy,
Or shining for the rest of the world,
Give me just a smile and would you make it snappy,
Get your shit together girl,
You've got a feeling lost inside you,
Just won't let you go.
Your life is sneaking up behind,
It just wont let you go,
No it just wont let you go,
Is what I'm trying to say.
Is would you maybe,
Come dancing me,
Cos to me it doesn't matter,
If your hopes and dreams are shattered,
When you say something,
You make me believe,
Yeah, the girl who wears a dirty shirt,
She knows exactly what she's worth,
She knows exactly what she's worth to me,
But I can see, I can see.
If you ever find yourself inside a bubble,
You gotta make your own way home,
You can call me anytime your seeing double,
Now you know your not alone,
You've got a feeling lost inside you,
Just won't let you go,
Your life is sneaking up behind,
It just wont let you go,
No it just wont let you go,
Is what I'm trying to say.
Is won't you maybe,
Come dancin with me,
Cos to me it doesn't matter
If your hopes and dreams are shattered
When you say something,
You make me believe,
You're the girl who wears a dirty shirt,
Maybe she'll come dancin with me,
Cos to me it doesn't matter
If her hopes and dreams are shattered,
When she says something,
She'll make me believe,
You're the girl who wears a dirty shirt
She knows exactly what she's worth,
She knows exactly what she's worth to me,
She knows exactly what she's worth to me,
She knows exactly what she's worth to me,
Now I can see,
Now I see,
Now I see,
Now I see,
Now I see,
Now I see,
Now I see,
Now I see."
The Hindu Times,2006,http://www.metrolyrics.com/the-hindu-times-lyrics-oasis.html,2,"I get up when I'm down
I can't swim but my soul won't drown
I do believe I got flare
I got speed and I walk on air
'Cos God gimme soul in your rock 'n' roll, babe
'Cos God gimme soul in your rock 'n' roll, babe
And I get so high I just can't feel it
And I get so high I just can't feel it
In and out my brain, running through my vein
You're my sunshine, you're my rain
There's a light that shines on
Shines on me and it keeps me warm
It gimme peace I must say
I can't sleep cos the world won't wait
'Cos God gimme soul in your rock 'n' roll, babe
'Cos God gimme soul in your rock 'n' roll, babe
And I get so high I just can't feel it
And I get so high I just can't feel it
In and out my brain, running through my vein
You're my sunshine, you're my rain
And I get so high I just can't feel it
And I get so high I just can't feel it
And I get so high I just can't feel it
And I get so high I just can't feel it
In and out my brain, running through my vein
You're my sunshine, you're my rain"
The Importance Of Being Idle,2005,http://www.metrolyrics.com/the-importance-of-being-idle-lyrics-oasis.html,4,"I sold my soul for the second time
Cos the man don't pay me
I begged my landlord for some more time
He said ""Son, the bill's waiting""
My best friend called me the other night
He said ""Man, are you crazy?""
My girlfriend told me to get a life
She said ""boy, you lazy""
But I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A mans got a limit
I can't get a life if my heart's not in it
I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A man's got a limit
I can't get a life if my heart's not in it
I lost my faith in the summertime
Cos it don't stop raining
The sky all day is as black as night
But I'm not complaining
I begged my doctor for one more line
He said ""Son, words fail me""
It ain't no place to be killing time
I guess I'm just lazy
I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A mans got a limit
I can't get a life if my heart's not in it"
The Masterplan,2006,http://www.metrolyrics.com/the-masterplan-lyrics-oasis.html,6,"Take the time to make some sense
Of what you want to say
And cast your words away upon the waves
Sail them home with Acquiesce
On a ship of hope today
And as they land upon the shore
Tell them not to fear no more
Say it loud and sing it proud today...
And then...
Dance if you want to dance
Please brother take a chance
You know they're gonna go
Which way they wanna go
All we know is that we don't know
How it's gonna be
Please brother let it be
Life on the other hand won't make us understand
We're all part of the masterplan
Say it loud
Sing it proud today...
I'm not saying right is wrong
It's up to us to make
The best of all things that come our way
'Cause everything that's been has past
The answer's in the looking glass
There's four and twenty million doors
On life's endless corridor
Say it loud and sing it proud today...
We'll dance if they want to dance
Please brother take a chance
You know they're gonna go
Which way they wanna go
All we know is that we don't know
How it's gonna be
Please brother let it be
Life on the other hand won't let you understand
We're all part of the masterplan
ooooooohhhhh
ooooooohhhhh"
The Meaning Of Soul,2005,http://www.metrolyrics.com/the-meaning-of-soul-lyrics-oasis.html,1,"I gotta show you, man, the meaning of soul
I'm taking on love tonight
Get out of my way, yeah man, I dig what you say
But that ain't enough, alright
I'm a different breed, I'm outta your league
I'm ten outta ten alright
Get out of my way, yeah man, I dig what you say
But that ain't enough, alright
All rise, I see the love in your eyes
If it's alright then I'll be your light
I gotta show you, man, the meaning of soul
I'm taking on love tonight
Get out of my way, yeah man, I dig what you say
But that ain't enough, alright
I'm a different breed, I'm outta your league
I'm ten outta ten alright
Get out of my way, man, I dig what you say
But that ain't enough, alright
All rise, I see the love in your eyes
If it's alright then I'll be your light
I gotta show you, man, the meaning of soul
I'm taking on love tonight"
The Nature of Reality,2008,http://www.metrolyrics.com/the-nature-of-reality-lyrics-oasis.html,0,"The nature of reality
Is pure subjective fantasy
Space and time and here and now
Are only in your mind

Machine of god and devil too
With no weapons just the truth
Belief does not existence make
It's only in your mind

The nature of reality
Is only in your mind"
The Quiet Ones,2007,http://www.metrolyrics.com/the-quiet-ones-lyrics-oasis.html,0,"So let's hear it
For the quiet ones
Let's all hear it
Be as bright as sun
When it's dark and you're overcome
Listen now
Let's all hear it
For the quiet one
So let's hear it
For the quiet ones
Can't get near it
Till we're bright as sun
When it's dark and you're overcome
Listen Now
Let's all hear it
For the quiet one"
The Shock Of The Lightning,2008,http://www.metrolyrics.com/the-shock-of-the-lightning-lyrics-oasis.html,1,"I'm all over my heart's desire
I feel cold but I'm back in the fire
Out of control but I'm tied up tight
Come in, come out tonight
I'm coming up in the early morning
I feel love in the shock of the lightning
I fall into the binding light
Come in, come out, come in, come out tonight
Love is a time machine
Up on the silver screen
It's all in my mind
Love is a litany
A magical mystery
And all in good time
And all in good time
And all in good time
I got my feet on the street but I can't stop flying
My head's in the clouds but at least I'm trying
I'm outta control but I'm tied up tight
Come in, come out tonight
There's a hole in the ground into which I'm falling
So godspeed to the sound of the pounding
I'm all into the blinding light
Come in, come out, come in, come out tonight
Love is a time machine
Up on the silver screen
It's all in my mind
Love is a litany
A magical mystery
And all in good time
And all in good time
And all in good time
It's all in my mind
Love is a time machine
Up on the silver screen
All in good time
And all in good time
And all in good time"
The Swamp Song,2006,http://www.metrolyrics.com/the-swamp-song-lyrics-oasis.html,1,[Instrumental]
The Turning,2008,http://www.metrolyrics.com/the-turning-lyrics-oasis.html,0,"Eyes over the city
Rise up from your soul
Hang over the streets at night
Brought on by the cold
We live with the numbers
Mining our dreams for the same old song
What hope for the turning
If everything you know is wrong?
So come on, shake your rag doll, baby
Before you change your mind
Then come on, when the rapture takes me
Be the fallen angel by my side
You carry the lantern
I'll carry you home
You search for the disappeared
I'll bury the cold
Yours is a Messiah
Mine is a dream and it won't be long
No hope for the journey
If no one ever sees the dawn
So come on, shake your rag doll, baby
Before you change your mind
Then come on, when the rapture takes me
Will you be by my side?
Then come on, shake your rag doll, baby
Before you change your mind
Then come on, when the rapture takes me
Be the fallen angel by my side
So come on, shake your rag doll, baby
Before you change your mind
Then come on, when the rapture takes me
Will you be by my side?
Hey, come on, shake your rag doll, baby
Before you change your mind
Then come on, when the rapture takes me
Be the fallen angel by my side"
This Guy's in Love With You,2006,http://www.metrolyrics.com/this-guys-in-love-with-you-lyrics-oasis.html,3,"You see this guy,
This guy's in love with you
Yes I'm in love,
I love you the way I do
When you smile I can tell
We know each other very well,
How can I show you?
I plan, I got to know you cos
I heard some talk,
They say you think I'm fine
Yes, I'm in love,
And what I do to make you mine
Tell me now, is it so,
Don't let me be the last to know
My hands are shaking,
Don't let my heart keep breaking cos
I need your love, I want your love
Say you're in love, in love, with this guy
If not I'll just die
Tell me now, is it so,
Don't let me be the last to know,
My hands are shaking,
Don't let my heart keep breaking cos
I need your love, I want your love
Say you're in love, in love, with this guy
If not I'll just die"
Those Swollen Hand Blues,2009,http://www.metrolyrics.com/those-swollen-hand-blues-lyrics-oasis.html,0,"I can't see the wood for the trees
Life is like a roller coaster
I can't find the birds or the bees
Hope they're down the back of my sofa
Feeling like a rolling stone
Playing the guitar on my own
I'm the apple of my eye
If only I could keep myself sober i'd remind myself why
They stare at me wherever I go
Why won't everybody give up, no
I wish I learn to play piano
If only I could keep myself sober for more than one day"
To Be Free,2006,http://www.metrolyrics.com/to-be-free-lyrics-oasis.html,1,"Head like a rock spinning round and round
I found it in a hole sitting upside down
You point the finger at me but I don't believe
Paint me a wish on a velvet sky
You demand the answers but I don't know why in my mind
There is no time
But the little things they make me so happy
All I want to do is live by the sea
Little things they make me so happy
But it's good it's good it's good to be free
So what would you say if I said to you
It's not in what you say it's in what you do
You point the finger at me but I don't believe
Bring it on home to where we found
My head like a rock sitting upside down
In my mind there is no time
But the little things they make me so happy
All I want to do is live by the sea
Little things they make me so happy
But it's good it's good it's good to be free"
To Be Someone,2006,http://www.metrolyrics.com/to-be-someone-lyrics-oasis.html,3,"To be someone must be a wonderful thing
A famous footballer a rock singer
Or a big film star, yes I think that I would like
I would like that
To be rich and have a lot of fans
And lots of girls to prove that I'm a man
To be number one - and loved by everyone
Getting drugged up with my trendy friends
They really dig me, man, and I dig them
And the money that I spend, it is like my fame, and it's quickly gone
No more swimming in my guitar shaped pool
No more reporters at my beck and call
No more cocaine, now it's only ground chalk
And I can't afford a taxi so I have to walk
Didn't I have a nice time
Wasn't it sucha nice time
Didn't I have a nice time
I realize I should have stuck to my guns
You stood me out just like a bastard son
And I lost myself, but I know that it was wrong
And it cost me a lot
No more drinking cause now the club shuts down
And I'm out here on my arse with the rest of you clowns
I get really scared without my bodyguard
And I'm sitting all alone in my expensive yard
Didn't I have a nice time
Wasn't it such a nice time
Didn't I have a nice time
Wasn't it such a nice time
I remember it was a nice time
To be someone must be a wonderful thing"
To Be Where There's Life,2008,http://www.metrolyrics.com/to-be-where-there-s-life-lyrics-oasis.html,0,"Day's turning to night
Pray for the light
Let me come through
Let me take you away over the line

Everyone falling
Everyone falling
Dreamers come crawling
Neighbours jump walling
Let me come through
Let me take you away over the line

And we're away to be where there's life
Shake the will to comply
Fears don't try me
Tears don't cry me

And we're away to be where there's life
When we come call out
Everything's sold out
TV just closed down
There's nothing on the news now

Fears don't try me
Tears don't cry me
We're away to be where there's life
Be where there's life

Dig out your soul, cos here we go
We gotta move, it's what we do
Let me come through
Let me take you away to be where there's life
To be where there's life

Take you over the light
Under the signs
In through locked doors to secret floors
Where we've lost 'em before"
Tomorrow Never Knows,2006,http://www.metrolyrics.com/tomorrow-never-knows-lyrics-oasis.html,0,"Turn off your mind, relax
And float down stream
It is not dying
It is not dying
Lay down all thought
Surrender to the void
It is shining
It is shining
That you may see
The meaning of within
It is being
It is being
That love is all
And love is everyone
It is knowing
It is knowing
That ignorance and hate
May mourn the dead
It is believing
It is believing
But listen to the
Color of your dreams
It is not living
It is not living
Or play the game
Existence to the end
Of the beginning
Of the beginning
Of the beginning
Of the beginning
Of the beginning
Of the beginning"
Trouble,2007,http://www.metrolyrics.com/trouble-lyrics-oasis.html,0,"Trouble
Oh trouble set me free
I have seen your face
And it's too much too much for me
Trouble
Oh trouble can't you see
You're eating my heart away
And there's nothing much left of me
I've drunk your wine
You have made your world mine
So won't you be fair
So won't you be fair
I don't want no more of you
So won't you be kind to me
Just let me go where
I'll have to go there
Trouble
Oh trouble move away
I have seen your face
and it's too much for me today
Trouble
Oh trouble can't you see
You have made me a wreck
Now won't you leave me in my misery
I've seen your eyes
and I can see death's disguise
Hangin' on me
Hangin' on me
I'm beat, I'm torn
Shattered and tossed and worn
Too shocking to see
Too shocking to see
Trouble
Oh trouble move from me
I have paid my debt
Now won't you leave me in my misery
Trouble
Oh trouble please be kind
I don't want no fight
And I haven't got a lot of time"
Turn Up The Sun,2005,http://www.metrolyrics.com/turn-up-the-sun-lyrics-oasis.html,1,"I carry madness everywhere I go
Over the border and back to the snow
So if you see me and I look right through
You shouldn't take it as a reflection on you
Come on, turn up the sun
Turn it up for everyone
Love one another, love one another
The boys in the bubble, they wanna be free
They got so blind that they cannot see
But I'm not your keeper, I don't have a key
I got a piano, I can't find the 'C'
Come on, turn up the sun
Turn it up for everyone
Love one another, love one another
Come on, turn up the sun
Turn it up for everyone
Love one another, love one another"
Underneath The Sky,2006,http://www.metrolyrics.com/underneath-the-sky-lyrics-oasis.html,2,"Underneath the sky of red
There's a storyteller sleeping alone
He has no face and he has no name
And his whereabouts are sort of unknown
All he needs is his life ln a suitcase
It belongs to a friend of a friend
And as we drink to ourselves
We'll amuse ourselves
Underneath the sky, underneath the sky again
Underneath the sky again
So wish me away to an unknown place
Am I living in a land with no name
I'll be making a start with my brand new heart
Stop me making sense once again
All we need is our lives in a suitcase
They belong to a friend of a friend's
And as we drink to ourselves
We'll amuse ourselves
Underneath the sky, underneath the sky again
Underneath the sky again"
Untiled 1,2007,http://www.metrolyrics.com/untiled-1-lyrics-oasis.html,0,"Hoy va a ser el da
en que ellos van a recordarte lo que pas
T ya deberas de algn modo
haberte dado cuenta de lo que tienes que hacer
yo no creo que nadie
sienta lo que siento por ti ahora
Otra vez,el chisme que est en las calles
es que tu corazn est quemndose
Estoy seguro que lo has escuchado antes
pero realmente nunca dudaste
Yo no creo que nadie
sienta lo que siento por ti ahora
Y todos los caminos en los que tenemos que andar estn ponindose difciles
Y todas las luces que nos guan hacia all estn apagndose
Hay muchas cosas que
me gustaran decirte
pero no s cmo
Porque talvz
vas a ser la nica que me salve?
Y despus de todo
eres mi maravilloso apoyo
Hoy iba a ser el da?
pero ellos nunca te lo volvern a recordar
Por ahora ya deberas de algn modo
haberte dado cuenta de lo que no vas a hacer
Yo no creo que nadie
sienta lo que siento por ti ahora
Y todos los caminos que te guan hacia all estn ponindose difciles
Y todas las luces que iluminan el camino estn apagndose
Hay muchas cosas que
me gustaran decirte
pero no s cmo
Dije que talvz
vas a ser la nica que me salve?
Y despus de todo
eres mi maravilloso apoyo
Dije que talvz
vas a ser la nica que me salve?
Y despus de todo
eres mi maravilloso apoyo
Dije que talvz (dije que talvz)
vas a ser la nica que me salve?
Y despus de todo
eres mi maravilloso apoyo
Dije que talvz (dije que talvz)
Vas a ser la nica que me salve?(que me salve)
Vas a ser la nica que me salve?(que me salve)
Vas a ser la nica que me salve?(que me salve)"
